Emocion,Termino_emocional,Lista_sinonimos,Negacion_Considerar,Respuesta,Notas_Culturales,Intensidad,
alegría,Abogacía,,sí,,NRC EmoLex,media,
alegría,defensor,,sí,,NRC EmoLex,media,
alegría,cariño,,sí,,NRC EmoLex,media,
alegría,afirmar,,sí,,NRC EmoLex,media,
alegría,afirmativamente,,sí,,NRC EmoLex,media,
alegría,aga,,sí,,NRC EmoLex,media,
alegría,agradable,,sí,,NRC EmoLex,media,
alegría,acordado,,sí,,NRC EmoLex,media,
alegría,estar de acuerdo,,sí,,NRC EmoLex,media,
alegría,convenio,,sí,,NRC EmoLex,media,
alegría,parecido,,sí,,NRC EmoLex,media,
alegría,alba,,sí,,NRC EmoLex,media,
alegría,viva,,sí,,NRC EmoLex,media,
alegría,lealtad,,sí,,NRC EmoLex,media,
alegría,Alianza,,sí,,NRC EmoLex,media,
alegría,aliado,,sí,,NRC EmoLex,media,
alegría,aliado,,sí,,NRC EmoLex,media,
alegría,embajador,,sí,,NRC EmoLex,media,
alegría,ambición,,sí,,NRC EmoLex,media,
alegría,ambulancia,,sí,,NRC EmoLex,media,
alegría,amén,,sí,,NRC EmoLex,media,
alegría,amortización,,sí,,NRC EmoLex,media,
alegría,aventura amorosa,,sí,,NRC EmoLex,media,
alegría,analista,,sí,,NRC EmoLex,media,
alegría,ancestral,,sí,,NRC EmoLex,media,
alegría,ángel,,sí,,NRC EmoLex,media,
alegría,angelical,,sí,,NRC EmoLex,media,
alegría,responsable,,sí,,NRC EmoLex,media,
alegría,antídoto,,sí,,NRC EmoLex,media,
alegría,antifúngico,,sí,,NRC EmoLex,media,
alegría,antiséptico,,sí,,NRC EmoLex,media,
alegría,apologético,,sí,,NRC EmoLex,media,
alegría,disculparse,,sí,,NRC EmoLex,media,
alegría,apóstol,,sí,,NRC EmoLex,media,
alegría,apostólico,,sí,,NRC EmoLex,media,
alegría,aplausos,,sí,,NRC EmoLex,media,
alegría,apreciación,,sí,,NRC EmoLex,media,
alegría,aprendiz,,sí,,NRC EmoLex,media,
alegría,aprobación,,sí,,NRC EmoLex,media,
alegría,aprobar,,sí,,NRC EmoLex,media,
alegría,árbitro,,sí,,NRC EmoLex,media,
alegría,árbitro,,sí,,NRC EmoLex,media,
alegría,arquitectura,,sí,,NRC EmoLex,media,
alegría,armadura,,sí,,NRC EmoLex,media,
alegría,arsenal,,sí,,NRC EmoLex,media,
alegría,aspiración,,sí,,NRC EmoLex,media,
alegría,ambicioso,,sí,,NRC EmoLex,media,
alegría,asamblea,,sí,,NRC EmoLex,media,
alegría,afirmando,,sí,,NRC EmoLex,media,
alegría,evaluación,,sí,,NRC EmoLex,media,
alegría,asesor,,sí,,NRC EmoLex,media,
alegría,cesionario,,sí,,NRC EmoLex,media,
alegría,asistir,,sí,,NRC EmoLex,media,
alegría,asociado,,sí,,NRC EmoLex,media,
alegría,asociación,,sí,,NRC EmoLex,media,
alegría,garantía,,sí,,NRC EmoLex,media,
alegría,asegurar,,sí,,NRC EmoLex,media,
alegría,seguro,,sí,,NRC EmoLex,media,
alegría,ciertamente,,sí,,NRC EmoLex,media,
alegría,expiar,,sí,,NRC EmoLex,media,
alegría,asistente,,sí,,NRC EmoLex,media,
alegría,atento,,sí,,NRC EmoLex,media,
alegría,dar fe,,sí,,NRC EmoLex,media,
alegría,atestación,,sí,,NRC EmoLex,media,
alegría,abogado,,sí,,NRC EmoLex,media,
alegría,auditor,,sí,,NRC EmoLex,media,
alegría,tía,,sí,,NRC EmoLex,media,
alegría,auténtico,,sí,,NRC EmoLex,media,
alegría,autenticar,,sí,,NRC EmoLex,media,
alegría,autenticación,,sí,,NRC EmoLex,media,
alegría,autenticidad,,sí,,NRC EmoLex,media,
alegría,autor,,sí,,NRC EmoLex,media,
alegría,autoritario,,sí,,NRC EmoLex,media,
alegría,autoridad,,sí,,NRC EmoLex,media,
alegría,autorización,,sí,,NRC EmoLex,media,
alegría,autorizar,,sí,,NRC EmoLex,media,
alegría,automático,,sí,,NRC EmoLex,media,
alegría,otorgar,,sí,,NRC EmoLex,media,
alegría,axioma,,sí,,NRC EmoLex,media,
alegría,axiomático,,sí,,NRC EmoLex,media,
alegría,niñera,,sí,,NRC EmoLex,media,
alegría,columna vertebral,,sí,,NRC EmoLex,media,
alegría,partidario,,sí,,NRC EmoLex,media,
alegría,Insignia,,sí,,NRC EmoLex,media,
alegría,alguacil,,sí,,NRC EmoLex,media,
alegría,carnada,,sí,,NRC EmoLex,media,
alegría,votación,,sí,,NRC EmoLex,media,
alegría,banco,,sí,,NRC EmoLex,media,
alegría,banquero,,sí,,NRC EmoLex,media,
alegría,negociar,,sí,,NRC EmoLex,media,
alegría,barman,,sí,,NRC EmoLex,media,
alegría,permuta,,sí,,NRC EmoLex,media,
alegría,base,,sí,,NRC EmoLex,media,
alegría,embellecimiento,,sí,,NRC EmoLex,media,
alegría,base,,sí,,NRC EmoLex,media,
alegría,ofrecer amistad,,sí,,NRC EmoLex,media,
alegría,creía,,sí,,NRC EmoLex,media,
alegría,creyente,,sí,,NRC EmoLex,media,
alegría,creyendo,,sí,,NRC EmoLex,media,
alegría,benefactor,,sí,,NRC EmoLex,media,
alegría,benevolencia,,sí,,NRC EmoLex,media,
alegría,legado,,sí,,NRC EmoLex,media,
alegría,prometido,,sí,,NRC EmoLex,media,
alegría,nacimiento,,sí,,NRC EmoLex,media,
alegría,cobija,,sí,,NRC EmoLex,media,
alegría,bendecir,,sí,,NRC EmoLex,media,
alegría,bendición,,sí,,NRC EmoLex,media,
alegría,bendiciones,,sí,,NRC EmoLex,media,
alegría,florecer,,sí,,NRC EmoLex,media,
alegría,guardaespaldas,,sí,,NRC EmoLex,media,
alegría,bumerang,,sí,,NRC EmoLex,media,
alegría,generosidad,,sí,,NRC EmoLex,media,
alegría,ramo,,sí,,NRC EmoLex,media,
alegría,nupcial,,sí,,NRC EmoLex,media,
alegría,novia,,sí,,NRC EmoLex,media,
alegría,novio,,sí,,NRC EmoLex,media,
alegría,dama de honor,,sí,,NRC EmoLex,media,
alegría,aclarar,,sí,,NRC EmoLex,media,
alegría,brillante,,sí,,NRC EmoLex,media,
alegría,hermano,,sí,,NRC EmoLex,media,
alegría,fraternidad,,sí,,NRC EmoLex,media,
alegría,fraternal,,sí,,NRC EmoLex,media,
alegría,amigo,,sí,,NRC EmoLex,media,
alegría,presupuesto,,sí,,NRC EmoLex,media,
alegría,burocracia,,sí,,NRC EmoLex,media,
alegría,beca,,sí,,NRC EmoLex,media,
alegría,mayordomo,,sí,,NRC EmoLex,media,
alegría,por ley,,sí,,NRC EmoLex,media,
alegría,gabinete,,sí,,NRC EmoLex,media,
alegría,calculadora,,sí,,NRC EmoLex,media,
alegría,becerro,,sí,,NRC EmoLex,media,
alegría,llamadas,,sí,,NRC EmoLex,media,
alegría,sincero,,sí,,NRC EmoLex,media,
alegría,cánones,,sí,,NRC EmoLex,media,
alegría,gorra,,sí,,NRC EmoLex,media,
alegría,cautivar,,sí,,NRC EmoLex,media,
alegría,vigilante,,sí,,NRC EmoLex,media,
alegría,villancico,,sí,,NRC EmoLex,media,
alegría,dinero,,sí,,NRC EmoLex,media,
alegría,cajero,,sí,,NRC EmoLex,media,
alegría,catedral,,sí,,NRC EmoLex,media,
alegría,precavido,,sí,,NRC EmoLex,media,
alegría,celebracion,,sí,,NRC EmoLex,media,
alegría,celebridad,,sí,,NRC EmoLex,media,
alegría,cemento,,sí,,NRC EmoLex,media,
alegría,censurar,,sí,,NRC EmoLex,media,
alegría,centro,,sí,,NRC EmoLex,media,
alegría,certificar,,sí,,NRC EmoLex,media,
alegría,presidente,,sí,,NRC EmoLex,media,
alegría,presidenta,,sí,,NRC EmoLex,media,
alegría,campeón,,sí,,NRC EmoLex,media,
alegría,canciller,,sí,,NRC EmoLex,media,
alegría,capellán,,sí,,NRC EmoLex,media,
alegría,Caritativo,,sí,,NRC EmoLex,media,
alegría,cuadro,,sí,,NRC EmoLex,media,
alegría,castidad,,sí,,NRC EmoLex,media,
alegría,Lista de Verificación,,sí,,NRC EmoLex,media,
alegría,alegría,,sí,,NRC EmoLex,media,
alegría,alegría,,sí,,NRC EmoLex,media,
alegría,químico,,sí,,NRC EmoLex,media,
alegría,valorar,,sí,,NRC EmoLex,media,
alegría,crítica,,sí,,NRC EmoLex,media,
alegría,chocolate,,sí,,NRC EmoLex,media,
alegría,coro,,sí,,NRC EmoLex,media,
alegría,crónica,,sí,,NRC EmoLex,media,
alegría,risita,,sí,,NRC EmoLex,media,
alegría,iglesia,,sí,,NRC EmoLex,media,
alegría,civilización,,sí,,NRC EmoLex,media,
alegría,civilizado,,sí,,NRC EmoLex,media,
alegría,clan,,sí,,NRC EmoLex,media,
alegría,aplaudir,,sí,,NRC EmoLex,media,
alegría,limpio,,sí,,NRC EmoLex,media,
alegría,autorización,,sí,,NRC EmoLex,media,
alegría,clerical,,sí,,NRC EmoLex,media,
alegría,clímax,,sí,,NRC EmoLex,media,
alegría,cercanía,,sí,,NRC EmoLex,media,
alegría,entrenador,,sí,,NRC EmoLex,media,
alegría,juntarse,,sí,,NRC EmoLex,media,
alegría,engatusar,,sí,,NRC EmoLex,media,
alegría,coexistir,,sí,,NRC EmoLex,media,
alegría,coexistiendo,,sí,,NRC EmoLex,media,
alegría,convincente,,sí,,NRC EmoLex,media,
alegría,cohesión,,sí,,NRC EmoLex,media,
alegría,cohesivo,,sí,,NRC EmoLex,media,
alegría,colaborador,,sí,,NRC EmoLex,media,
alegría,colateral,,sí,,NRC EmoLex,media,
alegría,colectivamente,,sí,,NRC EmoLex,media,
alegría,coronel,,sí,,NRC EmoLex,media,
alegría,comodidad,,sí,,NRC EmoLex,media,
alegría,comandante,,sí,,NRC EmoLex,media,
alegría,dominante,,sí,,NRC EmoLex,media,
alegría,recomendable,,sí,,NRC EmoLex,media,
alegría,comercio,,sí,,NRC EmoLex,media,
alegría,comisión,,sí,,NRC EmoLex,media,
alegría,comprometido,,sí,,NRC EmoLex,media,
alegría,comité,,sí,,NRC EmoLex,media,
alegría,comodoro,,sí,,NRC EmoLex,media,
alegría,vulgar,,sí,,NRC EmoLex,media,
alegría,mancomunidad,,sí,,NRC EmoLex,media,
alegría,comunicar,,sí,,NRC EmoLex,media,
alegría,comunicación,,sí,,NRC EmoLex,media,
alegría,comunión,,sí,,NRC EmoLex,media,
alegría,compacto,,sí,,NRC EmoLex,media,
alegría,compañero,,sí,,NRC EmoLex,media,
alegría,Brújula,,sí,,NRC EmoLex,media,
alegría,compensar,,sí,,NRC EmoLex,media,
alegría,competencia,,sí,,NRC EmoLex,media,
alegría,competencia,,sí,,NRC EmoLex,media,
alegría,competente,,sí,,NRC EmoLex,media,
alegría,complementar,,sí,,NRC EmoLex,media,
alegría,cumplimiento,,sí,,NRC EmoLex,media,
alegría,cumplido,,sí,,NRC EmoLex,media,
alegría,contralor,,sí,,NRC EmoLex,media,
alegría,camarada,,sí,,NRC EmoLex,media,
alegría,conciliación,,sí,,NRC EmoLex,media,
alegría,concordia,,sí,,NRC EmoLex,media,
alegría,concordancia,,sí,,NRC EmoLex,media,
alegría,confederado,,sí,,NRC EmoLex,media,
alegría,confesar,,sí,,NRC EmoLex,media,
alegría,confesional,,sí,,NRC EmoLex,media,
alegría,confiar,,sí,,NRC EmoLex,media,
alegría,confianza,,sí,,NRC EmoLex,media,
alegría,confidente,,sí,,NRC EmoLex,media,
alegría,confidencial,,sí,,NRC EmoLex,media,
alegría,confidencialmente,,sí,,NRC EmoLex,media,
alegría,confirmación,,sí,,NRC EmoLex,media,
alegría,confirmado,,sí,,NRC EmoLex,media,
alegría,conformidad,,sí,,NRC EmoLex,media,
alegría,conglomerado,,sí,,NRC EmoLex,media,
alegría,congregación,,sí,,NRC EmoLex,media,
alegría,congreso,,sí,,NRC EmoLex,media,
alegría,congresista,,sí,,NRC EmoLex,media,
alegría,congruencia,,sí,,NRC EmoLex,media,
alegría,conectivo,,sí,,NRC EmoLex,media,
alegría,conocedor,,sí,,NRC EmoLex,media,
alegría,conciencia,,sí,,NRC EmoLex,media,
alegría,concienzudo,,sí,,NRC EmoLex,media,
alegría,consagración,,sí,,NRC EmoLex,media,
alegría,conservación,,sí,,NRC EmoLex,media,
alegría,considerado,,sí,,NRC EmoLex,media,
alegría,consistencia,,sí,,NRC EmoLex,media,
alegría,consorte,,sí,,NRC EmoLex,media,
alegría,alguacil,,sí,,NRC EmoLex,media,
alegría,constancia,,sí,,NRC EmoLex,media,
alegría,constante,,sí,,NRC EmoLex,media,
alegría,constantemente,,sí,,NRC EmoLex,media,
alegría,constituir,,sí,,NRC EmoLex,media,
alegría,constitucional,,sí,,NRC EmoLex,media,
alegría,cónsul,,sí,,NRC EmoLex,media,
alegría,consultar,,sí,,NRC EmoLex,media,
alegría,contenido,,sí,,NRC EmoLex,media,
alegría,Seguir,,sí,,NRC EmoLex,media,
alegría,contribuyente,,sí,,NRC EmoLex,media,
alegría,convento,,sí,,NRC EmoLex,media,
alegría,transporte,,sí,,NRC EmoLex,media,
alegría,convencer,,sí,,NRC EmoLex,media,
alegría,convencido,,sí,,NRC EmoLex,media,
alegría,Convincente,,sí,,NRC EmoLex,media,
alegría,cooperando,,sí,,NRC EmoLex,media,
alegría,cooperación,,sí,,NRC EmoLex,media,
alegría,cooperativa,,sí,,NRC EmoLex,media,
alegría,policía,,sí,,NRC EmoLex,media,
alegría,coronación,,sí,,NRC EmoLex,media,
alegría,corporación,,sí,,NRC EmoLex,media,
alegría,exactitud,,sí,,NRC EmoLex,media,
alegría,corroborar,,sí,,NRC EmoLex,media,
alegría,corroboración,,sí,,NRC EmoLex,media,
alegría,cosmopolita,,sí,,NRC EmoLex,media,
alegría,Consejo,,sí,,NRC EmoLex,media,
alegría,consejo,,sí,,NRC EmoLex,media,
alegría,consejero,,sí,,NRC EmoLex,media,
alegría,consejero,,sí,,NRC EmoLex,media,
alegría,contar,,sí,,NRC EmoLex,media,
alegría,compatriota,,sí,,NRC EmoLex,media,
alegría,condado,,sí,,NRC EmoLex,media,
alegría,mensajero,,sí,,NRC EmoLex,media,
alegría,noviazgo,,sí,,NRC EmoLex,media,
alegría,pacto,,sí,,NRC EmoLex,media,
alegría,cubrir,,sí,,NRC EmoLex,media,
alegría,cuna,,sí,,NRC EmoLex,media,
alegría,crédito,,sí,,NRC EmoLex,media,
alegría,credencial,,sí,,NRC EmoLex,media,
alegría,credibilidad,,sí,,NRC EmoLex,media,
alegría,creíble,,sí,,NRC EmoLex,media,
alegría,crédito,,sí,,NRC EmoLex,media,
alegría,loable,,sí,,NRC EmoLex,media,
alegría,crescendo,,sí,,NRC EmoLex,media,
alegría,tripulación,,sí,,NRC EmoLex,media,
alegría,crujiente,,sí,,NRC EmoLex,media,
alegría,coronamiento,,sí,,NRC EmoLex,media,
alegría,crucial,,sí,,NRC EmoLex,media,
alegría,cubo,,sí,,NRC EmoLex,media,
alegría,abrazo,,sí,,NRC EmoLex,media,
alegría,culinario,,sí,,NRC EmoLex,media,
alegría,cultivar,,sí,,NRC EmoLex,media,
alegría,curable,,sí,,NRC EmoLex,media,
alegría,custodio,,sí,,NRC EmoLex,media,
alegría,custodia,,sí,,NRC EmoLex,media,
alegría,dama,,sí,,NRC EmoLex,media,
alegría,baile,,sí,,NRC EmoLex,media,
alegría,atrevimiento,,sí,,NRC EmoLex,media,
alegría,querida,,sí,,NRC EmoLex,media,
alegría,amanecer,,sí,,NRC EmoLex,media,
alegría,diácono,,sí,,NRC EmoLex,media,
alegría,acuerdo,,sí,,NRC EmoLex,media,
alegría,transacciones,,sí,,NRC EmoLex,media,
alegría,engañoso,,sí,,NRC EmoLex,media,
alegría,escritura,,sí,,NRC EmoLex,media,
alegría,defendido,,sí,,NRC EmoLex,media,
alegría,defensor,,sí,,NRC EmoLex,media,
alegría,deferencia,,sí,,NRC EmoLex,media,
alegría,definitivo,,sí,,NRC EmoLex,media,
alegría,delegar,,sí,,NRC EmoLex,media,
alegría,encantador,,sí,,NRC EmoLex,media,
alegría,liberación,,sí,,NRC EmoLex,media,
alegría,depender,,sí,,NRC EmoLex,media,
alegría,dependiente,,sí,,NRC EmoLex,media,
alegría,depositario,,sí,,NRC EmoLex,media,
alegría,profundidad,,sí,,NRC EmoLex,media,
alegría,diputado,,sí,,NRC EmoLex,media,
alegría,dermatólogo,,sí,,NRC EmoLex,media,
alegría,merecer,,sí,,NRC EmoLex,media,
alegría,designacion,,sí,,NRC EmoLex,media,
alegría,determinado,,sí,,NRC EmoLex,media,
alegría,determinación,,sí,,NRC EmoLex,media,
alegría,devastador,,sí,,NRC EmoLex,media,
alegría,piadoso,,sí,,NRC EmoLex,media,
alegría,devoto,,sí,,NRC EmoLex,media,
alegría,diagnóstico,,sí,,NRC EmoLex,media,
alegría,diario,,sí,,NRC EmoLex,media,
alegría,diccionario,,sí,,NRC EmoLex,media,
alegría,dictamen,,sí,,NRC EmoLex,media,
alegría,diferencial,,sí,,NRC EmoLex,media,
alegría,dígito,,sí,,NRC EmoLex,media,
alegría,dignidad,,sí,,NRC EmoLex,media,
alegría,diligencia,,sí,,NRC EmoLex,media,
alegría,diplomacia,,sí,,NRC EmoLex,media,
alegría,diplomático,,sí,,NRC EmoLex,media,
alegría,director,,sí,,NRC EmoLex,media,
alegría,discípulo,,sí,,NRC EmoLex,media,
alegría,negar,,sí,,NRC EmoLex,media,
alegría,revelado,,sí,,NRC EmoLex,media,
alegría,discreción,,sí,,NRC EmoLex,media,
alegría,dispuesto,,sí,,NRC EmoLex,media,
alegría,diván,,sí,,NRC EmoLex,media,
alegría,divorcio,,sí,,NRC EmoLex,media,
alegría,médico,,sí,,NRC EmoLex,media,
alegría,doctrina,,sí,,NRC EmoLex,media,
alegría,dogma,,sí,,NRC EmoLex,media,
alegría,delfín,,sí,,NRC EmoLex,media,
alegría,dominio,,sí,,NRC EmoLex,media,
alegría,don,,sí,,NRC EmoLex,media,
alegría,duda,,sí,,NRC EmoLex,media,
alegría,indudable,,sí,,NRC EmoLex,media,
alegría,paloma,,sí,,NRC EmoLex,media,
alegría,completamente,,sí,,NRC EmoLex,media,
alegría,dudoso,,sí,,NRC EmoLex,media,
alegría,durabilidad,,sí,,NRC EmoLex,media,
alegría,durable,,sí,,NRC EmoLex,media,
alegría,obediente,,sí,,NRC EmoLex,media,
alegría,ansioso,,sí,,NRC EmoLex,media,
alegría,afán,,sí,,NRC EmoLex,media,
alegría,águila,,sí,,NRC EmoLex,media,
alegría,economía,,sí,,NRC EmoLex,media,
alegría,edificación,,sí,,NRC EmoLex,media,
alegría,educativo,,sí,,NRC EmoLex,media,
alegría,eficaz,,sí,,NRC EmoLex,media,
alegría,eficiente,,sí,,NRC EmoLex,media,
alegría,eyaculación,,sí,,NRC EmoLex,media,
alegría,mayor,,sí,,NRC EmoLex,media,
alegría,ancianos,,sí,,NRC EmoLex,media,
alegría,electo,,sí,,NRC EmoLex,media,
alegría,electorado,,sí,,NRC EmoLex,media,
alegría,elegancia,,sí,,NRC EmoLex,media,
alegría,elevación,,sí,,NRC EmoLex,media,
alegría,élite,,sí,,NRC EmoLex,media,
alegría,dilucidar,,sí,,NRC EmoLex,media,
alegría,abrazar,,sí,,NRC EmoLex,media,
alegría,eminencia,,sí,,NRC EmoLex,media,
alegría,enfatizar,,sí,,NRC EmoLex,media,
alegría,emplear,,sí,,NRC EmoLex,media,
alegría,habilitar,,sí,,NRC EmoLex,media,
alegría,habilitación,,sí,,NRC EmoLex,media,
alegría,encantado,,sí,,NRC EmoLex,media,
alegría,alentar,,sí,,NRC EmoLex,media,
alegría,enciclopedia,,sí,,NRC EmoLex,media,
alegría,sin fin,,sí,,NRC EmoLex,media,
alegría,dotar,,sí,,NRC EmoLex,media,
alegría,dotación,,sí,,NRC EmoLex,media,
alegría,comprometido,,sí,,NRC EmoLex,media,
alegría,atractivo,,sí,,NRC EmoLex,media,
alegría,disfrutar,,sí,,NRC EmoLex,media,
alegría,disfrutando,,sí,,NRC EmoLex,media,
alegría,iluminar,,sí,,NRC EmoLex,media,
alegría,iluminación,,sí,,NRC EmoLex,media,
alegría,animar,,sí,,NRC EmoLex,media,
alegría,inscribirse,,sí,,NRC EmoLex,media,
alegría,conjunto,,sí,,NRC EmoLex,media,
alegría,entretenimiento,,sí,,NRC EmoLex,media,
alegría,confiar,,sí,,NRC EmoLex,media,
alegría,episcopal,,sí,,NRC EmoLex,media,
alegría,igualdad,,sí,,NRC EmoLex,media,
alegría,erótico,,sí,,NRC EmoLex,media,
alegría,recado,,sí,,NRC EmoLex,media,
alegría,escolta,,sí,,NRC EmoLex,media,
alegría,establecer,,sí,,NRC EmoLex,media,
alegría,estima,,sí,,NRC EmoLex,media,
alegría,hojas perennes,,sí,,NRC EmoLex,media,
alegría,evidente,,sí,,NRC EmoLex,media,
alegría,exaltar,,sí,,NRC EmoLex,media,
alegría,exaltación,,sí,,NRC EmoLex,media,
alegría,exaltado,,sí,,NRC EmoLex,media,
alegría,sobresalir,,sí,,NRC EmoLex,media,
alegría,excelencia,,sí,,NRC EmoLex,media,
alegría,excelente,,sí,,NRC EmoLex,media,
alegría,intercambio,,sí,,NRC EmoLex,media,
alegría,entusiasmado,,sí,,NRC EmoLex,media,
alegría,ejecución,,sí,,NRC EmoLex,media,
alegría,ejecutor,,sí,,NRC EmoLex,media,
alegría,exhaustivo,,sí,,NRC EmoLex,media,
alegría,suponer,,sí,,NRC EmoLex,media,
alegría,conveniente,,sí,,NRC EmoLex,media,
alegría,experimentado,,sí,,NRC EmoLex,media,
alegría,experto,,sí,,NRC EmoLex,media,
alegría,pericia,,sí,,NRC EmoLex,media,
alegría,explique,,sí,,NRC EmoLex,media,
alegría,testigo ocular,,sí,,NRC EmoLex,media,
alegría,fabricación,,sí,,NRC EmoLex,media,
alegría,hecho,,sí,,NRC EmoLex,media,
alegría,hechos,,sí,,NRC EmoLex,media,
alegría,facultad,,sí,,NRC EmoLex,media,
alegría,deseando,,sí,,NRC EmoLex,media,
alegría,justamente,,sí,,NRC EmoLex,media,
alegría,fe,,sí,,NRC EmoLex,media,
alegría,fiel,,sí,,NRC EmoLex,media,
alegría,falsedad,,sí,,NRC EmoLex,media,
alegría,familiar,,sí,,NRC EmoLex,media,
alegría,familiaridad,,sí,,NRC EmoLex,media,
alegría,padre,,sí,,NRC EmoLex,media,
alegría,impecable,,sí,,NRC EmoLex,media,
alegría,favorable,,sí,,NRC EmoLex,media,
alegría,favorito,,sí,,NRC EmoLex,media,
alegría,sentimiento,,sí,,NRC EmoLex,media,
alegría,compañero,,sí,,NRC EmoLex,media,
alegría,defensa,,sí,,NRC EmoLex,media,
alegría,fidelidad,,sí,,NRC EmoLex,media,
alegría,fiesta,,sí,,NRC EmoLex,media,
alegría,llenar,,sí,,NRC EmoLex,media,
alegría,finalmente,,sí,,NRC EmoLex,media,
alegría,bombero,,sí,,NRC EmoLex,media,
alegría,firmeza,,sí,,NRC EmoLex,media,
alegría,Primogénito,,sí,,NRC EmoLex,media,
alegría,adecuado,,sí,,NRC EmoLex,media,
alegría,fijado,,sí,,NRC EmoLex,media,
alegría,buque insignia,,sí,,NRC EmoLex,media,
alegría,brida,,sí,,NRC EmoLex,media,
alegría,Ligar,,sí,,NRC EmoLex,media,
alegría,seguidor,,sí,,NRC EmoLex,media,
alegría,alimento,,sí,,NRC EmoLex,media,
alegría,pie,,sí,,NRC EmoLex,media,
alegría,pronóstico,,sí,,NRC EmoLex,media,
alegría,antepasados,,sí,,NRC EmoLex,media,
alegría,prever,,sí,,NRC EmoLex,media,
alegría,previsión,,sí,,NRC EmoLex,media,
alegría,indulgente,,sí,,NRC EmoLex,media,
alegría,formalidad,,sí,,NRC EmoLex,media,
alegría,formativo,,sí,,NRC EmoLex,media,
alegría,fórmula,,sí,,NRC EmoLex,media,
alegría,fuerte,,sí,,NRC EmoLex,media,
alegría,fortaleza,,sí,,NRC EmoLex,media,
alegría,fortaleza,,sí,,NRC EmoLex,media,
alegría,fortuna,,sí,,NRC EmoLex,media,
alegría,fundar,,sí,,NRC EmoLex,media,
alegría,estructura,,sí,,NRC EmoLex,media,
alegría,franco,,sí,,NRC EmoLex,media,
alegría,franqueza,,sí,,NRC EmoLex,media,
alegría,fraternal,,sí,,NRC EmoLex,media,
alegría,libertad,,sí,,NRC EmoLex,media,
alegría,libremente,,sí,,NRC EmoLex,media,
alegría,amigo,,sí,,NRC EmoLex,media,
alegría,amabilidad,,sí,,NRC EmoLex,media,
alegría,amigable,,sí,,NRC EmoLex,media,
alegría,amistad,,sí,,NRC EmoLex,media,
alegría,fugitivo,,sí,,NRC EmoLex,media,
alegría,cumplimiento,,sí,,NRC EmoLex,media,
alegría,completamente,,sí,,NRC EmoLex,media,
alegría,fundamental,,sí,,NRC EmoLex,media,
alegría,fusible,,sí,,NRC EmoLex,media,
alegría,calibrar,,sí,,NRC EmoLex,media,
alegría,guarnición,,sí,,NRC EmoLex,media,
alegría,portón,,sí,,NRC EmoLex,media,
alegría,puerta,,sí,,NRC EmoLex,media,
alegría,aforo,,sí,,NRC EmoLex,media,
alegría,gaceta,,sí,,NRC EmoLex,media,
alegría,general,,sí,,NRC EmoLex,media,
alegría,generosidad,,sí,,NRC EmoLex,media,
alegría,generoso,,sí,,NRC EmoLex,media,
alegría,Caballero,,sí,,NRC EmoLex,media,
alegría,alta burguesía,,sí,,NRC EmoLex,media,
alegría,auténtico,,sí,,NRC EmoLex,media,
alegría,viga,,sí,,NRC EmoLex,media,
alegría,glorificar,,sí,,NRC EmoLex,media,
alegría,gloria,,sí,,NRC EmoLex,media,
alegría,resplandor,,sí,,NRC EmoLex,media,
alegría,dios,,sí,,NRC EmoLex,media,
alegría,piadoso,,sí,,NRC EmoLex,media,
alegría,bueno,,sí,,NRC EmoLex,media,
alegría,bondad,,sí,,NRC EmoLex,media,
alegría,evangelio,,sí,,NRC EmoLex,media,
alegría,regir,,sí,,NRC EmoLex,media,
alegría,institutriz,,sí,,NRC EmoLex,media,
alegría,gobernador,,sí,,NRC EmoLex,media,
alegría,graduación,,sí,,NRC EmoLex,media,
alegría,gramática,,sí,,NRC EmoLex,media,
alegría,nietos,,sí,,NRC EmoLex,media,
alegría,abuelo,,sí,,NRC EmoLex,media,
alegría,otorgar,,sí,,NRC EmoLex,media,
alegría,grandeza,,sí,,NRC EmoLex,media,
alegría,verde,,sí,,NRC EmoLex,media,
alegría,sonrisa,,sí,,NRC EmoLex,media,
alegría,arena,,sí,,NRC EmoLex,media,
alegría,terrestre,,sí,,NRC EmoLex,media,
alegría,crecer,,sí,,NRC EmoLex,media,
alegría,garantizar,,sí,,NRC EmoLex,media,
alegría,Guardia,,sí,,NRC EmoLex,media,
alegría,guardado,,sí,,NRC EmoLex,media,
alegría,guardián,,sí,,NRC EmoLex,media,
alegría,tutela,,sí,,NRC EmoLex,media,
alegría,gobernador,,sí,,NRC EmoLex,media,
alegría,guía,,sí,,NRC EmoLex,media,
alegría,guía,,sí,,NRC EmoLex,media,
alegría,guía,,sí,,NRC EmoLex,media,
alegría,crédulo,,sí,,NRC EmoLex,media,
alegría,gurú,,sí,,NRC EmoLex,media,
alegría,escudete,,sí,,NRC EmoLex,media,
alegría,Viva,,sí,,NRC EmoLex,media,
alegría,manual,,sí,,NRC EmoLex,media,
alegría,contento,,sí,,NRC EmoLex,media,
alegría,puerto,,sí,,NRC EmoLex,media,
alegría,resistente,,sí,,NRC EmoLex,media,
alegría,armoniosamente,,sí,,NRC EmoLex,media,
alegría,armonía,,sí,,NRC EmoLex,media,
alegría,refugio,,sí,,NRC EmoLex,media,
alegría,sanar,,sí,,NRC EmoLex,media,
alegría,cicatrización,,sí,,NRC EmoLex,media,
alegría,sentido,,sí,,NRC EmoLex,media,
